URL,route,family,phase_2_score,template_risk,index_state,monetization_state,visible_word_count,independent_purpose,publisher_contribution,first_page_reviewer_test,review,seed,verdict
https://echobuddha.com/articles/category/meditation/,/articles/category/meditation/,ARTICLE_NAVIGATION,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,573,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/mindfulness/,/articles/category/mindfulness/,ARTICLE_NAVIGATION,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,460,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/reflection/,/articles/category/reflection/,ARTICLE_NAVIGATION,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,519,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/,/articles/,ARTICLE_NAVIGATION,50,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,1876,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/buddhist-wisdom/,/articles/category/buddhist-wisdom/,ARTICLE_NAVIGATION,50,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,976,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/practice/,/articles/category/practice/,ARTICLE_NAVIGATION,50,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,522,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/,/learn/,LEARN_NAVIGATION,54,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,485,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/quotes/impermanence/,/quotes/impermanence/,QUOTE,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,614,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/quotes/renewal/,/quotes/renewal/,QUOTE,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,663,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/mindful-living/,/mindful-living/,OTHER,50,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,800,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/quotes/meditation/,/quotes/meditation/,QUOTE,50,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,651,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/quotes/practice/,/quotes/practice/,QUOTE,50,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,675,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,WORST_20,RISK_RANKED,COMPLIANT_BY_EVIDENCE
