URL,route,family,phase_2_score,template_risk,index_state,monetization_state,visible_word_count,independent_purpose,publisher_contribution,first_page_reviewer_test,review,seed,verdict
https://echobuddha.com/meditation/meditation-posture-for-beginners/,/meditation/meditation-posture-for-beginners/,MEDITATION,76,T1_LOW_TEMPLATE_RISK,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,608,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/impermanence-in-buddhism/,/articles/impermanence-in-buddhism/,ARTICLE,63,T1_LOW_TEMPLATE_RISK,INDEXABLE_CANONICAL_200,HOLD_MANUAL_REVIEW,1802,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/reflection/,/articles/category/reflection/,ARTICLE_NAVIGATION,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,519,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhist-dictionary/sutta/,/learn/buddhist-dictionary/sutta/,DICTIONARY,74,T0_DISTINCT,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,461,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,/articles/mindfulness-of-breathing-guide/,ARTICLE,75,T1_LOW_TEMPLATE_RISK,INDEXABLE_CANONICAL_200,HOLD_MANUAL_REVIEW,1658,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhist-resources/,/learn/buddhist-resources/,LEARN_NAVIGATION,81,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,677,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,LEARN_DETAIL,78,T1_LOW_TEMPLATE_RISK,INDEXABLE_CANONICAL_200,HOLD_MANUAL_REVIEW,478,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,LEARN_DETAIL,78,T1_LOW_TEMPLATE_RISK,INDEXABLE_CANONICAL_200,HOLD_MANUAL_REVIEW,483,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,/learn/buddhist-dictionary/pali-canon/,DICTIONARY,73,T0_DISTINCT,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,507,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/mindfulness/,/articles/category/mindfulness/,ARTICLE_NAVIGATION,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,460,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,/articles/dhammapada-reflection-trained-mind/,ARTICLE,58,T1_LOW_TEMPLATE_RISK,INDEXABLE_CANONICAL_200,HOLD_MANUAL_REVIEW,1563,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,/learn/sutta-for-daily-life/mindfulness-of-breathing-explained-simply/,LEARN_DETAIL,82,T0_DISTINCT,INDEXABLE_CANONICAL_200,HOLD_MANUAL_REVIEW,461,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/category/meditation/,/articles/category/meditation/,ARTICLE_NAVIGATION,49,NOT_CLASSIFIED,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,573,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/articles/mindful-email-and-texting/,/articles/mindful-email-and-texting/,ARTICLE,68,T1_LOW_TEMPLATE_RISK,INDEXABLE_CANONICAL_200,HOLD_MANUAL_REVIEW,1046,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,/learn/buddhist-dictionary/nirvana/,DICTIONARY,79,T0_DISTINCT,INDEXABLE_CANONICAL_200,NEVER_MONETIZE,394,PAGE_SPECIFIC_EDUCATION_OR_REFLECTION,ORIGINAL_EXPLANATION_EXAMPLES_AND_PRACTICE,PASS,FIRST_RANDOM_REVIEW,phase12-prosecution-2026-08-25,COMPLIANT_BY_EVIDENCE
