Support URL,Topic,Primary owner,Support role,Distinct user need,Distinct audience stage,Unique information gain,What it must avoid duplicating,Future content direction,Indexability candidate status,Cannibalization risk,Confidence
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Mindfulness,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,PRACTICAL_APPLICATION,practical how to,PRACTITIONER,Daily-life examples or a repeatable application tied specifically to “Daily Mindfulness Practice for Beginners”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,Stay within PRACTICAL_APPLICATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,LOW,High
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Beginner Buddhism,https://echobuddha.com/learn/buddhism-for-beginners/,BEGINNER_FOUNDATION,beginner informational,BEGINNER,"A narrower explanation, misconception, or example set specific to “Buddhism for Beginners: A Simple Guide”.",This page does not own the broad Beginner Buddhism explanation; that belongs to /learn/buddhism-for-beginners/.,Stay within BEGINNER_FOUNDATION; avoid repeating the owner's broad definition and opening journey.,CONSOLIDATE_REVIEW,HIGH,High
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Impermanence,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,SUPPORTING_EXPLANATION,foundational informational,BEGINNER,"A narrower explanation, misconception, or example set specific to “Buddhist Teachings on Impermanence”.",This page does not own the broad Impermanence explanation; that belongs to /learn/buddhism-101/what-is-impermanence/.,Stay within SUPPORTING_EXPLANATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,MEDIUM,High
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Anxiety / Overthinking,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,SCENARIO_GUIDE,scenario application,SITUATION_SPECIFIC,Worked guidance for the specific situation named by “Buddhist Wisdom for Overthinking and a Busy Mind”.,This page does not own the broad Anxiety / Overthinking explanation; that belongs to /articles/how-to-meditate-for-anxiety/.,Stay within SCENARIO_GUIDE; avoid repeating the owner's broad definition and opening journey.,HUMAN_REVIEW,MEDIUM,Medium
https://echobuddha.com/articles/category/buddhist-wisdom/,Article Discovery,https://echobuddha.com/articles/,CATEGORY,navigational,GENERAL_READER,"Orientation, selection, and meaningful navigation across the Article Discovery cluster.",This page does not own the broad Article Discovery explanation; that belongs to /articles/.,Stay within CATEGORY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,LOW,High
https://echobuddha.com/articles/category/meditation/,Article Discovery,https://echobuddha.com/articles/,CATEGORY,navigational,GENERAL_READER,"Orientation, selection, and meaningful navigation across the Article Discovery cluster.",This page does not own the broad Article Discovery explanation; that belongs to /articles/.,Stay within CATEGORY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,LOW,High
https://echobuddha.com/articles/category/mindfulness/,Article Discovery,https://echobuddha.com/articles/,CATEGORY,navigational,GENERAL_READER,"Orientation, selection, and meaningful navigation across the Article Discovery cluster.",This page does not own the broad Article Discovery explanation; that belongs to /articles/.,Stay within CATEGORY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,LOW,High
https://echobuddha.com/articles/category/reflection/,Article Discovery,https://echobuddha.com/articles/,CATEGORY,navigational,GENERAL_READER,"Orientation, selection, and meaningful navigation across the Article Discovery cluster.",This page does not own the broad Article Discovery explanation; that belongs to /articles/.,Stay within CATEGORY; avoid repeating the owner's broad definition and opening journey.,IMPROVE,LOW,High
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Compassion,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,PRACTICAL_APPLICATION,practical how to,PRACTITIONER,Daily-life examples or a repeatable application tied specifically to “Compassion as a Daily Buddhist Practice”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,Stay within PRACTICAL_APPLICATION; avoid repeating the owner's broad definition and opening journey.,IMPROVE,LOW,High
https://echobuddha.com/articles/compassion-with-boundaries/,Compassion,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,SCENARIO_GUIDE,scenario application,SITUATION_SPECIFIC,Worked guidance for the specific situation named by “Compassion With Boundaries in Buddhist Practice”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,Stay within SCENARIO_GUIDE; avoid repeating the owner's broad definition and opening journey.,IMPROVE,LOW,High
