URL,Topic cluster,Role,Primary owner,Is primary owner?,Unique information gain,Does not own,Cannibalization risk,Future action,Human review,Evidence
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Mindfulness,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,No,Daily-life examples or a repeatable application tied specifically to “Daily Mindfulness Practice for Beginners”.,This page does not own the broad Mindfulness explanation; that belongs to /learn/buddhism-101/what-is-mindfulness/.,LOW,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1171 words; 26 content headings; authored route; nearest /articles/creating-a-peaceful-corner-at-home/ combined overlap 41.9%; external source links 0; role review: PRACTICAL_APPLICATION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower."
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Beginner Buddhism,BEGINNER_FOUNDATION,https://echobuddha.com/learn/buddhism-for-beginners/,No,"A narrower explanation, misconception, or example set specific to “Buddhism for Beginners: A Simple Guide”.",This page does not own the broad Beginner Buddhism explanation; that belongs to /learn/buddhism-for-beginners/.,HIGH,CONSOLIDATE_REVIEW,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1426 words; 28 content headings; authored route; nearest /articles/eightfold-path-explained-daily-life/ combined overlap 39.6%; external source links 2; role review: BEGINNER_FOUNDATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Impermanence,SUPPORTING_EXPLANATION,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,No,"A narrower explanation, misconception, or example set specific to “Buddhist Teachings on Impermanence”.",This page does not own the broad Impermanence explanation; that belongs to /learn/buddhism-101/what-is-impermanence/.,MEDIUM,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1267 words; 28 content headings; authored route; nearest /articles/impermanence-in-buddhism-letting-go/ combined overlap 43.9%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The lesson is the clearest broad beginner owner; anicca definitions and change applications remain subordinate.
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Compassion,PRACTICAL_APPLICATION,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,No,Daily-life examples or a repeatable application tied specifically to “Compassion as a Daily Buddhist Practice”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,LOW,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1220 words; 28 content headings; authored route; nearest /articles/compassion-in-buddhism-beginner-guide/ combined overlap 40.4%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/articles/compassion-with-boundaries/,Compassion,SCENARIO_GUIDE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,No,Worked guidance for the specific situation named by “Compassion With Boundaries in Buddhist Practice”.,This page does not own the broad Compassion explanation; that belongs to /articles/compassion-in-buddhism-beginner-guide/.,LOW,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 735 words; 20 content headings; authored route; nearest /articles/compassion-in-buddhism-beginner-guide/ combined overlap 42.0%; external source links 2; role review: SCENARIO_GUIDE; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs."
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,Noble Eightfold Path,PRACTICAL_APPLICATION,https://echobuddha.com/learn/eightfold-path/,No,Daily-life examples or a repeatable application tied specifically to “Eightfold Path in Daily Life”.,This page does not own the broad Noble Eightfold Path explanation; that belongs to /learn/eightfold-path/.,HIGH,CONSOLIDATE_REVIEW,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1413 words; 28 content headings; authored route; nearest /articles/eightfold-path-explained/ combined overlap 40.1%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/articles/eightfold-path-explained/,Noble Eightfold Path,BEGINNER_FOUNDATION,https://echobuddha.com/learn/eightfold-path/,No,"A narrower explanation, misconception, or example set specific to “The Noble Eightfold Path Explained for Beginners”.",This page does not own the broad Noble Eightfold Path explanation; that belongs to /learn/eightfold-path/.,MEDIUM,IMPROVE,No,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1533 words; 29 content headings; authored route; nearest /articles/eightfold-path-explained-daily-life/ combined overlap 40.1%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice."
https://echobuddha.com/articles/first-week-buddhist-practice/,Beginner Buddhism,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-for-beginners/,No,Daily-life examples or a repeatable application tied specifically to “First Week Buddhist Practice for Beginners”.,This page does not own the broad Beginner Buddhism explanation; that belongs to /learn/buddhism-for-beginners/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 869 words; 21 content headings; authored route; nearest /articles/right-speech-examples/ combined overlap 44.0%; external source links 3; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.
https://echobuddha.com/articles/five-precepts-in-daily-life/,Five Precepts,PRACTICAL_APPLICATION,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,No,Daily-life examples or a repeatable application tied specifically to “Five Precepts in Daily Life: Buddhist Ethics for Beginners”.,This page does not own the broad Five Precepts explanation; that belongs to /learn/buddhism-101/five-precepts-buddhism/.,LOW,IMPROVE,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1952 words; 27 content headings; authored route; nearest /articles/three-poisons-buddhism-explained/ combined overlap 34.2%; external source links 2; role review: PRACTICAL_APPLICATION; owner selection: The lesson owns the ethical framework; practical articles show application without redefining it.
https://echobuddha.com/articles/four-noble-truths-explained-simply/,Four Noble Truths,BEGINNER_FOUNDATION,https://echobuddha.com/learn/four-noble-truths/,No,"A narrower explanation, misconception, or example set specific to “Four Noble Truths Explained Simply for Beginners”.",This page does not own the broad Four Noble Truths explanation; that belongs to /learn/four-noble-truths/.,HIGH,CONSOLIDATE_REVIEW,No,Phase 1: Built 2026-08-11T02:17:46.273Z; 1318 words; 26 content headings; authored route; nearest /articles/what-is-buddhism-beginner-guide/ combined overlap 42.5%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.
