URL,Page family,Current index state,Sitemap state,Title,H1,Approx word count,Primary user intent,Primary search intent,Closest Echo Buddha page,Primary topic owner,Unique user value score /25,Intent differentiation /20,Completeness /15,Original insight /10,Source integrity /10,Editorial trust /5,Internal journey /5,UX/readability /5,AdSense suitability /5,Total /100,Template risk,Semantic overlap risk,Cannibalization risk,Thin-content risk,Source risk,Safety risk,Policy risk,Navigation/discovery risk,Indexability judgement,Monetization judgement,Primary recommendation,Priority,Confidence,Evidence,Human review required,Notes
https://echobuddha.com/about/,trust/policy,indexable,in sitemap,About Echo Buddha | Echo Buddha,About Echo Buddha,304,Unclustered / page-specific,Unclustered / page-specific,https://echobuddha.com/how-echo-buddha-creates-content/,https://echobuddha.com/about/,16,17,10,8,8,4,4,4,1,72,Low,Low,Low,High,Medium,Low,No direct violation found,Low,Indexable only after recommended review/work,Keep unmonetized pending family review,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 304 words; 5 content headings; authored route; nearest /how-echo-buddha-creates-content/ combined overlap 18.6%; external source links 0,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,article,indexable,in sitemap,Daily Mindfulness Practice for Beginners | Echo Buddha,Beginning a Daily Mindfulness Practice,1171,Mindfulness,Mindfulness,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,17,14,12,8,8,5,4,4,5,77,Low,Medium,Medium,Low,Medium,Low,No direct violation found,Low,Indexable only after recommended review/work,Potentially suitable after Phase 1 findings are remediated,IMPROVE,P3,Medium,Built 2026-08-11T02:17:46.273Z; 1171 words; 26 content headings; authored route; nearest /articles/creating-a-peaceful-corner-at-home/ combined overlap 41.9%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,article,indexable,in sitemap,Buddhism for Beginners: A Simple Guide | Echo Buddha,Buddhism for Beginners: A Simple Guide to the Path,1426,Buddhism for beginners,Buddhism for beginners,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/learn/buddhism-for-beginners/,17,14,14,8,8,5,4,4,5,79,Low,Low,Medium,Low,Low,Low,No direct violation found,Low,Overlapping intent; owner decision required,Potentially suitable after Phase 1 findings are remediated,CONSOLIDATE,P1,Medium,Built 2026-08-11T02:17:46.273Z; 1426 words; 28 content headings; authored route; nearest /articles/eightfold-path-explained-daily-life/ combined overlap 39.6%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/articles/buddhist-approach-to-anger/,article,indexable,in sitemap,A Buddhist Approach to Anger | Echo Buddha,"A Buddhist Approach to Anger: Pause, Understand, Respond",1258,Anger,Anger,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/buddhist-approach-to-anger/,17,14,14,8,8,5,4,4,4,78,Low,Low,Low,Low,Low,Owner/expert review,No direct violation found,Low,Indexable only after recommended review/work,Keep unmonetized pending family review,IMPROVE,P3,Medium,Built 2026-08-11T02:17:46.273Z; 1258 words; 28 content headings; authored route; nearest /articles/compassion-as-a-daily-discipline/ combined overlap 39.7%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/articles/buddhist-gratitude-practice/,article,indexable,in sitemap,Buddhist Gratitude Practice Without Forced Positivity | Echo Buddha,Buddhist Gratitude Practice: Appreciating Life Without Clinging,1364,Attachment and letting go,Attachment and letting go,https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,18,16,14,8,8,5,4,4,5,82,Low,Low,High,Low,Low,Low,No direct violation found,Low,Indexable only after recommended review/work,Potentially suitable after Phase 1 findings are remediated,KEEP,P3,Medium,Built 2026-08-11T02:17:46.273Z; 1364 words; 21 content headings; authored route; nearest /articles/how-to-practice-non-attachment/ combined overlap 32.8%; external source links 2,No,Recommendation only; no remediation performed.
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,article,indexable,in sitemap,Buddhist Teachings on Forgiveness and Letting Go | Echo Buddha,Buddhist Teachings on Forgiveness: Letting Go Without Excusing Harm,1367,Forgiveness,Forgiveness,https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,18,16,14,8,8,5,4,4,4,81,Low,Low,Low,Low,Low,Owner/expert review,No direct violation found,Low,Indexable only after recommended review/work,Keep unmonetized pending family review,KEEP,P3,Medium,Built 2026-08-11T02:17:46.273Z; 1367 words; 27 content headings; authored route; nearest /articles/non-attachment-in-relationships/ combined overlap 34.3%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,article,indexable,in sitemap,Buddhist Teachings on Impermanence | Echo Buddha,Buddhist Teachings on Impermanence and Change,1267,Impermanence,Impermanence,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,17,14,14,8,8,5,4,4,5,79,Low,Medium,High,Low,Low,Low,No direct violation found,Low,Indexable only after recommended review/work,Potentially suitable after Phase 1 findings are remediated,IMPROVE,P3,Medium,Built 2026-08-11T02:17:46.273Z; 1267 words; 28 content headings; authored route; nearest /articles/impermanence-in-buddhism-letting-go/ combined overlap 43.9%; external source links 1,No,Recommendation only; no remediation performed.
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,article,indexable,in sitemap,Buddhist Wisdom for Overthinking and a Busy Mind | Echo Buddha,Buddhist Wisdom for Overthinking: How to Calm a Busy Mind,1366,Anxiety-related meditation,Anxiety-related meditation,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,17,14,14,8,8,5,4,4,4,78,Low,Low,Medium,Low,Medium,Owner/expert review,No direct violation found,Low,Indexable only after recommended review/work,Keep unmonetized pending family review,HUMAN REVIEW,OWNER / EXPERT REVIEW,Medium,Built 2026-08-11T02:17:46.273Z; 1366 words; 26 content headings; authored route; nearest /articles/mindfulness-for-better-sleep/ combined overlap 36.0%; external source links 0,Yes,Recommendation only; no remediation performed.
https://echobuddha.com/articles/category/buddhist-wisdom/,article category,indexable,in sitemap,Buddhist Wisdom Articles | Echo Buddha,Buddhist Wisdom Articles,685,Unclustered / page-specific,Unclustered / page-specific,https://echobuddha.com/articles/category/practice/,https://echobuddha.com/articles/category/buddhist-wisdom/,16,15,11,7,8,4,5,4,2,72,Low,Low,Low,Medium,Medium,Low,No direct violation found,Low,Indexable only after recommended review/work,Keep unmonetized pending family review,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 685 words; 23 content headings; authored route; nearest /articles/category/practice/ combined overlap 19.7%; external source links 0,No,Recommendation only; no remediation performed.
https://echobuddha.com/articles/category/meditation/,article category,indexable,in sitemap,Meditation Articles | Echo Buddha,Meditation Articles,354,Meditation,Meditation,https://echobuddha.com/quotes/meditation/,https://echobuddha.com/meditation/,16,15,10,7,8,4,5,4,2,71,Low,Low,High,High,Medium,Owner/expert review,No direct violation found,Low,Indexable only after recommended review/work,Keep unmonetized pending family review,IMPROVE,P2,Medium,Built 2026-08-11T02:17:46.273Z; 354 words; 12 content headings; authored route; nearest /quotes/meditation/ combined overlap 25.1%; external source links 0,No,Recommendation only; no remediation performed.
