label,route,viewport,status,h1,main,title,horizontalOverflow,emptyLinks,consoleErrors,screenshot,result
Homepage,/,mobile,200,1,1,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/01-home-mobile.png,PASS
Homepage,/,desktop,200,1,1,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/02-home-desktop.png,PASS
About,/about/,mobile,200,1,1,About Echo Buddha | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/03-about-mobile.png,PASS
About,/about/,desktop,200,1,1,About Echo Buddha | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/04-about-desktop.png,PASS
Author profile,/authors/echo-buddha-editorial/,mobile,200,1,1,Echo Buddha Editorial | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/05-authors-echo-buddha-editorial-mobile.png,PASS
Author profile,/authors/echo-buddha-editorial/,desktop,200,1,1,Echo Buddha Editorial | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/06-authors-echo-buddha-editorial-desktop.png,PASS
Editorial policy,/editorial-policy/,mobile,200,1,1,Editorial Policy | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/07-editorial-policy-mobile.png,PASS
Editorial policy,/editorial-policy/,desktop,200,1,1,Editorial Policy | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/08-editorial-policy-desktop.png,PASS
Content process,/how-echo-buddha-creates-content/,mobile,200,1,1,How Echo Buddha Creates Content | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/09-how-echo-buddha-creates-content-mobile.png,PASS
Content process,/how-echo-buddha-creates-content/,desktop,200,1,1,How Echo Buddha Creates Content | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/10-how-echo-buddha-creates-content-desktop.png,PASS
Sources,/buddhist-sources-and-citations/,mobile,200,1,1,Buddhist Sources and Citations | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/11-buddhist-sources-and-citations-mobile.png,PASS
Sources,/buddhist-sources-and-citations/,desktop,200,1,1,Buddhist Sources and Citations | Echo Buddha,false,0,0,docs/audits/adsense-rejection-2026-08/phase-6-source-authorship-trust/browser-qa-screenshots/12-buddhist-sources-and-citations-desktop.png,PASS
