URL,Route,Status,Final URL,Title/H1/robots/canonical match,Rendered text matches,Structured data matches,Internal links match,Full parity,Production robots,Expected robots,Production canonical,Expected canonical,Elapsed ms,Error
https://echobuddha.com/404.html,/404.html,200,https://echobuddha.com/404,Yes,Yes,Yes,Yes,Yes,"noindex, follow","noindex, follow",,,674,
https://echobuddha.com/about/,/about/,200,https://echobuddha.com/about/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/about/,https://echobuddha.com/about/,448,
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,/articles/beginning-a-daily-mindfulness-practice/,200,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,472,
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,/articles/buddhism-for-beginners-simple-guide/,200,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,396,
https://echobuddha.com/articles/buddhist-approach-to-anger/,/articles/buddhist-approach-to-anger/,200,https://echobuddha.com/articles/buddhist-approach-to-anger/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/articles/buddhist-approach-to-anger/,450,
https://echobuddha.com/articles/buddhist-gratitude-practice/,/articles/buddhist-gratitude-practice/,200,https://echobuddha.com/articles/buddhist-gratitude-practice/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/buddhist-gratitude-practice/,https://echobuddha.com/articles/buddhist-gratitude-practice/,507,
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,/articles/buddhist-teachings-on-forgiveness/,200,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,406,
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,/articles/buddhist-teachings-on-impermanence/,200,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,690,
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,/articles/buddhist-wisdom-for-overthinking/,200,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,442,
https://echobuddha.com/articles/category/buddhist-wisdom/,/articles/category/buddhist-wisdom/,200,https://echobuddha.com/articles/category/buddhist-wisdom/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/category/buddhist-wisdom/,https://echobuddha.com/articles/category/buddhist-wisdom/,237,
https://echobuddha.com/articles/category/meditation/,/articles/category/meditation/,200,https://echobuddha.com/articles/category/meditation/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/category/meditation/,https://echobuddha.com/articles/category/meditation/,383,
https://echobuddha.com/articles/category/mindfulness/,/articles/category/mindfulness/,200,https://echobuddha.com/articles/category/mindfulness/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/category/mindfulness/,https://echobuddha.com/articles/category/mindfulness/,367,
https://echobuddha.com/articles/category/practice/,/articles/category/practice/,200,https://echobuddha.com/articles/category/practice/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/category/practice/,https://echobuddha.com/articles/category/practice/,202,
https://echobuddha.com/articles/category/reflection/,/articles/category/reflection/,200,https://echobuddha.com/articles/category/reflection/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/category/reflection/,https://echobuddha.com/articles/category/reflection/,91,
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,/articles/compassion-as-a-daily-discipline/,200,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,268,
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,/articles/compassion-in-buddhism-beginner-guide/,200,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,265,
https://echobuddha.com/articles/compassion-with-boundaries/,/articles/compassion-with-boundaries/,200,https://echobuddha.com/articles/compassion-with-boundaries/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/compassion-with-boundaries/,302,
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,/articles/creating-a-peaceful-corner-at-home/,200,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,273,
https://echobuddha.com/articles/dhamma-vs-dharma/,/articles/dhamma-vs-dharma/,200,https://echobuddha.com/articles/dhamma-vs-dharma/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/dhamma-vs-dharma/,https://echobuddha.com/articles/dhamma-vs-dharma/,267,
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,/articles/dhammapada-reflection-trained-mind/,200,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,316,
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,/articles/dhammapada-reflection-what-we-think/,200,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,Yes,Yes,Yes,Yes,Yes,"index, follow (implicit)","index, follow (implicit)",https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,269,
