url,page_family,topic,claim_type,source_section_present,citation_count,source_domains,buddhist_primary_source_count,recognized_context_source_count,broken_link_count,title_support_match,review_flag
https://echobuddha.com/about/,ABOUT,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,ARTICLE,Mindfulness,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,ARTICLE,Beginner Buddhism,educational/doctrinal or practical content,true,2,suttacentral.net | www.dhammatalks.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/buddhist-approach-to-anger/,ARTICLE,Anger,educational/doctrinal or practical content,true,2,suttacentral.net | www.accesstoinsight.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/buddhist-gratitude-practice/,ARTICLE,Attachment and Letting Go,educational/doctrinal or practical content,true,2,www.dhammatalks.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,ARTICLE,Attachment and Letting Go,educational/doctrinal or practical content,true,1,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,ARTICLE,Impermanence,educational/doctrinal or practical content,true,1,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,ARTICLE,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/category/buddhist-wisdom/,ARTICLE_CATEGORY,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/category/meditation/,ARTICLE_CATEGORY,Meditation,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/category/mindfulness/,ARTICLE_CATEGORY,Mindfulness,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/category/practice/,ARTICLE_CATEGORY,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/category/reflection/,ARTICLE_CATEGORY,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,ARTICLE,Compassion,educational/doctrinal or practical content,true,1,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,ARTICLE,Compassion,educational/doctrinal or practical content,true,1,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/compassion-with-boundaries/,ARTICLE,Compassion,educational/doctrinal or practical content,true,2,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,ARTICLE,Meditation,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/dhamma-vs-dharma/,ARTICLE,Dhamma / Dharma,educational/doctrinal or practical content,true,3,suttacentral.net | www.accesstoinsight.org | www.dhammatalks.org,3,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,ARTICLE,Dhamma / Dharma,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,ARTICLE,Dhamma / Dharma,educational/doctrinal or practical content,true,1,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,ARTICLE,Dhamma / Dharma,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | suttacentral.net,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/eightfold-path-explained/,ARTICLE,Noble Eightfold Path,educational/doctrinal or practical content,true,1,www.dhammatalks.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,ARTICLE,Noble Eightfold Path,educational/doctrinal or practical content,true,1,www.dhammatalks.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/equanimity-in-buddhism/,ARTICLE,Equanimity,educational/doctrinal or practical content,true,1,www.dhammatalks.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/first-week-buddhist-practice/,ARTICLE,Beginner Buddhism,educational/doctrinal or practical content,true,3,suttacentral.net | www.dhammatalks.org | www.accesstoinsight.org,3,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/five-precepts-in-daily-life/,ARTICLE,Buddhist Ethics,educational/doctrinal or practical content,true,2,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/four-noble-truths-explained/,ARTICLE,Four Noble Truths,educational/doctrinal or practical content,true,2,suttacentral.net | www.accesstoinsight.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/four-noble-truths-explained-simply/,ARTICLE,Four Noble Truths,educational/doctrinal or practical content,true,1,suttacentral.net,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,Attachment and Letting Go,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,ARTICLE,Meditation,educational/doctrinal or practical content,true,1,www.nccih.nih.gov,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/how-to-meditate-for-beginners/,ARTICLE,Meditation,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.nccih.nih.gov,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,Attachment and Letting Go,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/impermanence-in-buddhism/,ARTICLE,Impermanence,educational/doctrinal or practical content,true,1,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,ARTICLE,Impermanence,educational/doctrinal or practical content,true,1,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/,ARTICLE_HUB,Page-specific / unclustered,educational/doctrinal or practical content,false,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/letting-go-without-giving-up/,ARTICLE,Attachment and Letting Go,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,ARTICLE,Compassion,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.nccih.nih.gov,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/loving-kindness-meditation-guide/,ARTICLE,Compassion,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.nccih.nih.gov,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/metta-meditation-script/,ARTICLE,Compassion,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.nccih.nih.gov,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/mindful-email-and-texting/,ARTICLE,Right Speech,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.dhammatalks.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,ARTICLE,Right Speech,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/mindfulness-for-better-sleep/,ARTICLE,Mindfulness,educational/doctrinal or practical content,true,1,www.nccih.nih.gov,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/mindfulness-morning-routine/,ARTICLE,Mindfulness,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,ARTICLE,Mindfulness,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.nccih.nih.gov,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/mindfulness-vs-meditation/,ARTICLE,Mindfulness,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.nccih.nih.gov,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,ARTICLE,Noble Eightfold Path,educational/doctrinal or practical content,true,1,www.dhammatalks.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/non-attachment-in-relationships/,ARTICLE,Attachment and Letting Go,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | suttacentral.net,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/right-livelihood-modern-life/,ARTICLE,Buddhist Ethics,educational/doctrinal or practical content,true,2,www.dhammatalks.org | www.accesstoinsight.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/right-speech-buddhism/,ARTICLE,Compassion,educational/doctrinal or practical content,true,3,suttacentral.net | www.accesstoinsight.org | www.dhammatalks.org,3,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/right-speech-examples/,ARTICLE,Right Speech,educational/doctrinal or practical content,true,2,www.accesstoinsight.org | www.dhammatalks.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/three-poisons-buddhism-explained/,ARTICLE,Buddhist Concepts,educational/doctrinal or practical content,true,2,www.accesstoinsight.org,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/three-ways-to-practice-patience/,ARTICLE,Patience,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,ARTICLE,Page-specific / unclustered,educational/doctrinal or practical content,true,4,www.accesstoinsight.org | www.dhammatalks.org | amaravati.org | bswa.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/walking-meditation-step-by-step/,ARTICLE,Meditation,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,SOURCE_REVIEW
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,ARTICLE,Beginner Buddhism,educational/doctrinal or practical content,true,2,suttacentral.net | www.dhammatalks.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/what-is-karma-in-buddhism/,ARTICLE,Karma,educational/doctrinal or practical content,true,1,suttacentral.net,1,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,ARTICLE,Sangha,educational/doctrinal or practical content,true,3,www.dhammatalks.org | www.accesstoinsight.org,2,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/authors/echo-buddha-editorial/,AUTHOR,Page-specific / unclustered,educational/doctrinal or practical content,false,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/buddhist-sources-and-citations/,SOURCE_POLICY,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/contact/,CONTACT,Page-specific / unclustered,educational/doctrinal or practical content,false,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/corrections/,CORRECTIONS,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/daily-reflections/,DAILY_REFLECTION_HUB,Mindfulness,educational/doctrinal or practical content,false,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/disclaimer/,DISCLAIMER,Page-specific / unclustered,educational/doctrinal or practical content,false,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/editorial-policy/,EDITORIAL_POLICY,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/how-echo-buddha-creates-content/,EDITORIAL_POLICY,Page-specific / unclustered,educational/doctrinal or practical content,true,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
https://echobuddha.com/,HOME,Page-specific / unclustered,educational/doctrinal or practical content,false,0,,0,0,NOT_VERIFIED,NOT_ASSESSED_AT_CLAIM_LEVEL,
