URL,intro cluster,conclusion cluster,generic intro?,generic conclusion?,action,final state
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,e10cffc3fa25,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,50dcc2f796ec,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/buddhist-approach-to-anger/,6974b748f535,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/buddhist-gratitude-practice/,62f847645aff,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,298544fddf6f,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,541983c2fc39,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,07b1add3a9d8,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,d7c3a73650d9,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,2fe5d0d25712,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/compassion-with-boundaries/,001592d818bb,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,a47ab91f6224,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/dhamma-vs-dharma/,95e430d81b1f,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,9af2e653bfd8,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,e23d747cafd0,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,87d85907b53d,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,fd265bf0779e,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/eightfold-path-explained/,ee0d41ae127a,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/equanimity-in-buddhism/,84b7ce342769,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/first-week-buddhist-practice/,b0b2c30f1549,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/five-precepts-in-daily-life/,605435811062,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/four-noble-truths-explained-simply/,f554e1f92c41,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/four-noble-truths-explained/,f23b5b565fd2,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,17846dc00e96,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,30297d99e2fd,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/how-to-meditate-for-beginners/,5d262d1b33c6,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,3c48d76f7c6b,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/impermanence-in-buddhism/,0d28a1c95f23,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,20e2fa532601,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/loving-kindness-meditation-guide/,d843e1dfd1b0,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/metta-meditation-script/,c0cbf8220694,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/mindful-email-and-texting/,52419005b4ee,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,4689b622a3db,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/mindfulness-for-better-sleep/,f383f9a2e8de,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/mindfulness-morning-routine/,ac9142e20c22,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,03d97859a454,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/mindfulness-vs-meditation/,29109e8375f9,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,51a3dbb4f60f,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/non-attachment-in-relationships/,9ab6568b52f4,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/right-livelihood-modern-life/,fea08d01ab9c,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/right-speech-buddhism/,f51accbd40dd,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/right-speech-examples/,9fa85baa437b,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/three-poisons-buddhism-explained/,622d90306165,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/three-ways-to-practice-patience/,a354c932d9e2,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,4b6d30312075,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/walking-meditation-step-by-step/,87e8d570e888,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,c991734dec1a,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/articles/what-is-karma-in-buddhism/,ff6eeb3049b6,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T0_DISTINCT
https://echobuddha.com/articles/what-is-sangha-buddhist-community/,8c2e7ece9bf4,45b3190928a8,NO,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/anger-as-a-signal/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/begin-again-without-shame/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/enough-for-this-moment/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/evening-release/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T1_LOW_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/family-patience/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/gratitude-for-change/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,ec6c29e6fefd,e9cb059534d1,YES_EXACT_CLUSTER,YES_EXACT_CLUSTER,REMEDIATED_OR_POLICY_PROSE_REMOVED,T2_MODERATE_TEMPLATE_RISK
