pageUrl,pageType,diagnosisClaims,treatmentClaims,guaranteedOutcomes,breathFocusDiscomfort,professionalSupport,adPlacementSuitability,status
https://echobuddha.com/articles/buddhist-approach-to-anger/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,Manual review required,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,Manual review required,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,Manual review required,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/articles/how-to-meditate-for-beginners/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Review support limitation,Restricted placement or owner review,safety-review-pending
https://echobuddha.com/articles/loving-kindness-meditation-guide/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Review support limitation,Restricted placement or owner review,safety-review-pending
https://echobuddha.com/articles/metta-meditation-script/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Review support limitation,Restricted placement or owner review,safety-review-pending
https://echobuddha.com/articles/mindfulness-for-better-sleep/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,Manual review required,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,article,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/anger-as-a-signal/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/begin-again-without-shame/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/compassion-begins-nearby/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/enough-for-this-moment/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/evening-release/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/family-patience/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/forgiveness-without-approval/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/gratitude-for-change/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/gratitude-notices-enough/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/impermanence-softens-clinging/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/kindness-with-boundaries/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/let-the-feeling-pass/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/letting-go-keeps-care/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/listen-before-answering/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/metta-for-a-difficult-person/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/mindful-work/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/morning-intention/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/notice-before-fixing/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/one-honest-breath/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/one-step-on-the-path/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/rest-without-escape/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/see-the-conditions/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/simple-goodwill/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/small-actions-shape-the-mind/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/soften-the-inner-argument/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/speech-can-reduce-suffering/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/the-first-truth-is-kind/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Review for adaptation language,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/daily-reflections/walking-as-practice/,dailyReflection,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/meditation-guide/,other,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,No guarantee language detected,Visible adaptation language present,Visible support limitation present,Restricted placement or owner review,repository-safety-language-present
https://echobuddha.com/meditation/5-minute-meditation-practice/,meditationDetail,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,Manual review required,Visible adaptation language present,Visible support limitation present,Avoid ads inside main instructions and near safety notes,repository-safety-language-present
https://echobuddha.com/meditation/breathing-meditation/,meditationDetail,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,Manual review required,Visible adaptation language present,Visible support limitation present,Avoid ads inside main instructions and near safety notes,repository-safety-language-present
https://echobuddha.com/meditation/loving-kindness-meditation/,meditationDetail,No diagnosis claim detected by repository audit,No treatment/cure claim intended; manual review still required,Manual review required,Visible adaptation language present,Visible support limitation present,Avoid ads inside main instructions and near safety notes,repository-safety-language-present
