URL/template,field/lab,data source,device,LCP,INP/TBT distinction,CLS,confidence,issue,action,final status
https://echobuddha.com/,LAB,Local Lighthouse project runner,mobile,935.0 ms,TBT 0 ms; INP NOT MEASURED,0.000000,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/articles/four-noble-truths-explained-simply/,LAB,Local Lighthouse project runner,mobile,915.1 ms,TBT 0 ms; INP NOT MEASURED,0.000000,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,LAB,Local Lighthouse project runner,mobile,921.2 ms,TBT 0 ms; INP NOT MEASURED,0.000000,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,LAB,Local Lighthouse project runner,mobile,910.6 ms,TBT 0 ms; INP NOT MEASURED,0.000000,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/daily-reflections/one-honest-breath/,LAB,Local Lighthouse project runner,mobile,1208.4 ms,TBT 0 ms; INP NOT MEASURED,0.001734,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/meditation/breathing-meditation/,LAB,Local Lighthouse project runner,mobile,916.6 ms,TBT 0 ms; INP NOT MEASURED,0.000000,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/quotes/mindfulness/,LAB,Local Lighthouse project runner,mobile,903.6 ms,TBT 0 ms; INP NOT MEASURED,0.001734,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/search/,LAB,Local Lighthouse project runner,mobile,963.5 ms,TBT 0 ms; INP NOT MEASURED,0.001734,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/tools/,LAB,Local Lighthouse project runner,mobile,1112.0 ms,TBT 0 ms; INP NOT MEASURED,0.001734,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/privacy-policy/,LAB,Local Lighthouse project runner,mobile,911.4 ms,TBT 0 ms; INP NOT MEASURED,0.001734,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/,LAB,Local Lighthouse project runner,desktop,424.8 ms,TBT 0 ms; INP NOT MEASURED,0.000363,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/articles/four-noble-truths-explained-simply/,LAB,Local Lighthouse project runner,desktop,283.2 ms,TBT 0 ms; INP NOT MEASURED,0.000363,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,LAB,Local Lighthouse project runner,desktop,250.0 ms,TBT 0 ms; INP NOT MEASURED,0.000363,HIGH_FOR_LOCAL_LAB_ONLY,FIELD_DATA_NOT_AVAILABLE,Monitor p75 field LCP/INP/CLS after an authorized production release; do not infer field values,PASS_WITH_FIELD_HOLD
