row_type,window,start_date,end_date,URL,query_hash,clicks,impressions,ctr,position,protection_tier,evidence
SITE_TOTAL,latest28,2026-07-26,2026-08-22,SITE,,15,2032,0.0073818897637795275,19.143700787401574,SITE,GSC_API_FINAL
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/,,2,43,0.046511627906976744,4.697674418604651,SEO_P0_CRITICAL,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,,3,390,0.007692307692307693,17.174358974358974,SEO_P0_CRITICAL,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,,3,143,0.02097902097902098,12.384615384615385,SEO_P0_CRITICAL,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/about/,,0,14,0,15.071428571428571,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/,,0,7,0,23.857142857142858,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,,0,0,0,0,SEO_P1_HIGH,NO_VISIBLE_PAGE_ROW_NOT_ZERO_CLAIM
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,,0,9,0,40.888888888888886,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/compassion-with-boundaries/,,0,20,0,17.15,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhamma-vs-dharma/,,1,287,0.003484320557491289,12.128919860627178,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,,0,61,0,7.639344262295082,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,,0,57,0,6.631578947368421,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/five-precepts-in-daily-life/,,0,55,0,10.927272727272728,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,,0,11,0,20.636363636363637,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,,1,12,0.08333333333333333,43.5,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/three-poisons-buddhism-explained/,,0,74,0,24.7027027027027,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,,0,54,0,26.5,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,,0,3,0,56.666666666666664,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/daily-reflections/,,1,4,0.25,9.75,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,,0,57,0,6.56140350877193,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,,0,15,0,60.86666666666667,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,,0,101,0,43.40594059405941,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,,0,11,0,44.09090909090909,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/metta/,,0,1,0,9,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhist-dictionary/sati/,,0,1,0,52,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/eightfold-path/,,0,23,0,25.82608695652174,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,,1,5,0.2,7.2,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/mindful-living/,,0,11,0,13.090909090909092,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/,,0,13,0,7.230769230769231,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/awareness/,,0,9,0,27.555555555555557,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/compassion/,,1,19,0.05263157894736842,36.1578947368421,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/meditation/,,0,6,0,20.833333333333332,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/mindfulness/,,1,11,0.09090909090909091,16.81818181818182,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,,1,129,0.007751937984496124,18.364341085271317,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/practice/,,0,12,0,8.416666666666668,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/tools/,,0,13,0,19.76923076923077,SEO_P1_HIGH,VISIBLE_GSC_PAGE_ROW
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,a0d6012bb227cf18,1,18,0.05555555555555555,8.444444444444445,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,8a70699c35722df4,0,2,0,10.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,8a70699c35722df4,0,1,0,8,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,bb9b5556421cae36,0,2,0,7,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,85bf1f2ed24d377a,0,1,0,10,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,1b2fd3930b050b47,0,2,0,10,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,80255279cb6913f1,0,10,0,7.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-verse-1-meaning/,80255279cb6913f1,0,4,0,4.75,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,928493793af287af,0,7,0,8.857142857142858,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/right-speech-buddhism/,e7f08a7d2ae47573,0,2,0,7,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,7a25f3c5b15bffbb,0,1,0,3,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,9bdb305fa5352722,0,2,0,52.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,732cf7e5243d0a48,0,3,0,39.333333333333336,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,a1756afbdf15472e,0,1,0,36,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,f753a51a455b60b1,0,5,0,43.2,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,c32f2b6254d9ba93,0,2,0,46.5,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,af69456e1c3a224b,0,1,0,45,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/compassion/,bbe82037d8926264,0,1,0,39,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/learn/buddhism-for-beginners/,fd714e9315cc8dfd,0,1,0,53,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,8304f0840ce61e8d,0,1,0,8,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/compassion/,3752a1657ad153d9,0,1,0,54,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,2cfe83a822169da7,0,2,0,32,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,4a6a4ffea4512a7b,0,2,0,6,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,8413dca72af3f3b7,0,2,0,42,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,45ac83d17789fca6,0,1,0,14,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/patience/,bf89b6388e301b3e,0,5,0,10.2,SEO_P1_HIGH,QUERY_TEXT_REDACTED_HASHED
PROTECTED_QUERY_PAGE,latest28,2026-07-26,2026-08-22,https://echobuddha.com/quotes/letting-go/,fff2097407507426,0,1,0,15,SEO_P0_CRITICAL,QUERY_TEXT_REDACTED_HASHED
