URL,page_family,clicks_latest_28d,clicks_previous_28d,click_delta,click_change,impressions_latest_28d,impressions_previous_28d,impression_delta,impression_change,latest_position,previous_position,classification,emerging_winner,evidence,confidence,old_classification,classification_change
https://echobuddha.com/404.html,ERROR,0,0,0,NO_CHANGE,0,0,0,NO_CHANGE,NO_VISIBLE_PAGE_ROW,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",LOW_SEARCH_VOLUME_OR_NO_VISIBLE_ROW,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/about/,ABOUT,0,0,0,NO_CHANGE,13,7,6,85.71%,15.538461538461538,7.142857142857143,STABLE,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,STABLE,UNCHANGED
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,ARTICLE,0,0,0,NO_CHANGE,0,0,0,NO_CHANGE,NO_VISIBLE_PAGE_ROW,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",LOW_SEARCH_VOLUME_OR_NO_VISIBLE_ROW,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,ARTICLE,0,0,0,NO_CHANGE,0,4,-4,-100.00%,NO_VISIBLE_PAGE_ROW,30,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/buddhist-approach-to-anger/,ARTICLE,0,0,0,NO_CHANGE,5,1,4,400.00%,5.6,5,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/buddhist-gratitude-practice/,ARTICLE,0,0,0,NO_CHANGE,1,1,0,0.00%,2,6,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,ARTICLE,0,0,0,NO_CHANGE,1,0,1,NEW_FROM_ZERO_VISIBLE_BASE,45,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,ARTICLE,0,0,0,NO_CHANGE,2,1,1,100.00%,10,3,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,ARTICLE,0,0,0,NO_CHANGE,0,17,-17,-100.00%,NO_VISIBLE_PAGE_ROW,10.176470588235293,DECLINING,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,DECLINING,UNCHANGED
https://echobuddha.com/articles/category/buddhist-wisdom/,ARTICLE_CATEGORY,0,0,0,NO_CHANGE,5,2,3,150.00%,37,66.5,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/category/meditation/,ARTICLE_CATEGORY,0,0,0,NO_CHANGE,1,0,1,NEW_FROM_ZERO_VISIBLE_BASE,5,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/category/mindfulness/,ARTICLE_CATEGORY,0,0,0,NO_CHANGE,0,1,-1,-100.00%,NO_VISIBLE_PAGE_ROW,10,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/category/practice/,ARTICLE_CATEGORY,0,0,0,NO_CHANGE,0,5,-5,-100.00%,NO_VISIBLE_PAGE_ROW,5,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/category/reflection/,ARTICLE_CATEGORY,0,0,0,NO_CHANGE,0,0,0,NO_CHANGE,NO_VISIBLE_PAGE_ROW,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",LOW_SEARCH_VOLUME_OR_NO_VISIBLE_ROW,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/compassion-as-a-daily-discipline/,ARTICLE,0,0,0,NO_CHANGE,1,0,1,NEW_FROM_ZERO_VISIBLE_BASE,31,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,ARTICLE,0,0,0,NO_CHANGE,14,10,4,40.00%,45.142857142857146,46.9,STABLE,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,GROWING,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/compassion-with-boundaries/,ARTICLE,0,0,0,NO_CHANGE,15,0,15,NEW_FROM_ZERO_VISIBLE_BASE,19.533333333333335,NO_VISIBLE_PAGE_ROW,GROWING,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/creating-a-peaceful-corner-at-home/,ARTICLE,0,0,0,NO_CHANGE,0,0,0,NO_CHANGE,NO_VISIBLE_PAGE_ROW,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",LOW_SEARCH_VOLUME_OR_NO_VISIBLE_ROW,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/dhamma-vs-dharma/,ARTICLE,1,0,1,NEW_FROM_ZERO_VISIBLE_BASE,281,0,281,NEW_FROM_ZERO_VISIBLE_BASE,12.263345195729537,NO_VISIBLE_PAGE_ROW,STRONGLY_GROWING,true,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,STRONGLY_GROWING,UNCHANGED
https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,ARTICLE,0,0,0,NO_CHANGE,0,1,-1,-100.00%,NO_VISIBLE_PAGE_ROW,3,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/dhammapada-reflection-what-we-think/,ARTICLE,0,0,0,NO_CHANGE,59,0,59,NEW_FROM_ZERO_VISIBLE_BASE,7.779661016949152,NO_VISIBLE_PAGE_ROW,STRONGLY_GROWING,true,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,GROWING,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/dhammapada-verse-1-meaning/,ARTICLE,0,0,0,NO_CHANGE,56,0,56,NEW_FROM_ZERO_VISIBLE_BASE,6.589285714285714,NO_VISIBLE_PAGE_ROW,STRONGLY_GROWING,true,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,GROWING,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/eightfold-path-explained/,ARTICLE,0,0,0,NO_CHANGE,9,2,7,350.00%,55.44444444444444,77.5,STABLE,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/eightfold-path-explained-daily-life/,ARTICLE,0,0,0,NO_CHANGE,10,0,10,NEW_FROM_ZERO_VISIBLE_BASE,11.5,NO_VISIBLE_PAGE_ROW,GROWING,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/equanimity-in-buddhism/,ARTICLE,0,0,0,NO_CHANGE,5,4,1,25.00%,47.6,57.25,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/first-week-buddhist-practice/,ARTICLE,0,0,0,NO_CHANGE,1,0,1,NEW_FROM_ZERO_VISIBLE_BASE,39,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/five-precepts-in-daily-life/,ARTICLE,0,0,0,NO_CHANGE,52,55,-3,-5.45%,11.076923076923077,78.81818181818181,STABLE,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,STRONGLY_GROWING,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/four-noble-truths-explained/,ARTICLE,0,0,0,NO_CHANGE,0,2,-2,-100.00%,NO_VISIBLE_PAGE_ROW,4.5,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/four-noble-truths-explained-simply/,ARTICLE,0,0,0,NO_CHANGE,4,2,2,100.00%,12.25,4,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/how-to-let-go-of-attachment-in-buddhism/,ARTICLE,0,0,0,NO_CHANGE,12,1,11,1100.00%,19.75,36,GROWING,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/how-to-meditate-for-anxiety/,ARTICLE,0,0,0,NO_CHANGE,0,1,-1,-100.00%,NO_VISIBLE_PAGE_ROW,4,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/how-to-meditate-for-beginners/,ARTICLE,0,0,0,NO_CHANGE,2,0,2,NEW_FROM_ZERO_VISIBLE_BASE,4,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/how-to-practice-non-attachment/,ARTICLE,0,0,0,NO_CHANGE,7,0,7,NEW_FROM_ZERO_VISIBLE_BASE,11.714285714285714,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/impermanence-in-buddhism/,ARTICLE,0,0,0,NO_CHANGE,4,2,2,100.00%,22.5,34,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,ARTICLE,0,0,0,NO_CHANGE,6,2,4,200.00%,12.333333333333334,62,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/,ARTICLE_HUB,0,0,0,NO_CHANGE,7,10,-3,-30.00%,23.857142857142858,3.3,STABLE,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,STABLE,UNCHANGED
https://echobuddha.com/articles/letting-go-without-giving-up/,ARTICLE,0,0,0,NO_CHANGE,0,0,0,NO_CHANGE,NO_VISIBLE_PAGE_ROW,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",LOW_SEARCH_VOLUME_OR_NO_VISIBLE_ROW,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,ARTICLE,0,0,0,NO_CHANGE,0,0,0,NO_CHANGE,NO_VISIBLE_PAGE_ROW,NO_VISIBLE_PAGE_ROW,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",LOW_SEARCH_VOLUME_OR_NO_VISIBLE_ROW,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
https://echobuddha.com/articles/loving-kindness-meditation-guide/,ARTICLE,0,0,0,NO_CHANGE,2,1,1,100.00%,29,7,INSUFFICIENT_VISIBLE_DATA,false,"Final Search Analytics page rows 2026-07-25..2026-08-21 versus 2026-06-27..2026-07-24; absent rows retained as no visible page row, not proof of zero demand.",HIGH_FOR_VISIBLE_PAGE_ROWS,INSUFFICIENT_DATA,CHANGED_WITH_NEW_FINAL_WINDOWS
