URL,quote_surface,indexable,clicks_3m,impressions_3m,momentum,external_links,unique_queries,internal_authority,internal_inbound_pages,phase_2_value_score,protection_tier,protection_action,confidence
https://echobuddha.com/quotes/awareness/acceptance-before-next-step/,QUOTE_STORY,true,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/anger-asks-for-speed-awareness-asks-for-one-more/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,17,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/awareness-does-not-remove-the-storm-it-keeps-you/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/clear-seeing-begins-with-the-courage-to-stop-looking/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/feelings-are-honest-about-their-presence-not-always-about/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/feelings-without-the-wheel/,QUOTE_STORY,true,0,1,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/,QUOTE_CATEGORY,true,0,20,STABLE,GSC_LINKS_CHECKED_NO_USABLE_ROWS,2,MEDIUM,37,51,SEO_P1_HIGH,NOINDEX_PROHIBITED_WITHOUT_PHASE_4_REVIEW; PRESERVE URL/INTENT,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,QUOTE_STORY,false,0,4,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P2_EMERGING,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/name-the-feeling-gently-and-it-may-stop-speaking/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,17,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/notice-the-habit-before-trying-to-become-someone-without/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/one-breath-before-anger-replies/,QUOTE_STORY,true,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/small-acts-of-attention-can-turn-an-ordinary-day/,QUOTE_STORY,false,0,9,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,17,NOT_APPLICABLE,SEO_P2_EMERGING,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/the-body-often-knows-you-are-overwhelmed-before-the/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,5,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/thoughts-are-visitors/,QUOTE_STORY,true,0,1,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/thoughts-pass-without-commanding-you/,QUOTE_STORY,true,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/what-you-can-observe-clearly-no-longer-controls-you/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/awareness/when-the-mind-tightens-let-the-body-be-your/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/a-gentle-response-can-end-suffering-that-anger-would/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/before-judging-another-life-remember-how-much-of-your/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,5,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/compassion-asks-what-hurts-before-it-asks-who-is/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/compassion-grows-where-judgment-loosens-its-grip/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,17,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/compassion-sees-pain-clearly/,QUOTE_STORY,true,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/gentle-self-compassion/,QUOTE_STORY,true,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/,QUOTE_CATEGORY,true,1,51,GROWING,GSC_LINKS_CHECKED_NO_USABLE_ROWS,9,MEDIUM,36,51,SEO_P1_HIGH,NOINDEX_PROHIBITED_WITHOUT_PHASE_4_REVIEW; PRESERVE URL/INTENT,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,QUOTE_STORY,true,0,1,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/kindness-does-not-need-an-audience-to-become-meaningful/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,17,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,QUOTE_STORY,false,0,8,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,2,MEDIUM,17,NOT_APPLICABLE,SEO_P2_EMERGING,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/let-your-boundaries-be-clear-and-your-heart-remain/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/loving-kindness-without-harm/,QUOTE_STORY,true,0,3,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/offer-others-the-patience-you-hope-to-receive-on/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/small-kindnesses-often-reach-places-that-advice-cannot/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/the-heart-becomes-spacious-each-time-it-chooses-care/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/to-understand-someone-is-not-to-excuse-harm-it/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/compassion/when-you-cannot-remove-anothers-burden-do-not-add/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/acceptance-begins-where-the-argument-with-change-ends/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/because-this-moment-will-pass-meet-it-while-it/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,13,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,QUOTE_STORY,true,0,8,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,1,LOW,2,44,SEO_P2_EMERGING,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/change-takes-nothing-personally-it-simply-continues/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,5,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/everything-changes-including-the-part-of-you-that-fears/,QUOTE_STORY,false,0,1,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,13,NOT_APPLICABLE,SEO_P2_EMERGING,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/hold-each-day-carefully-knowing-it-cannot-be-held/,QUOTE_STORY,false,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,NOT_APPLICABLE,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/,QUOTE_CATEGORY,true,0,5,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,MEDIUM,33,49,SEO_P2_EMERGING,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
https://echobuddha.com/quotes/impermanence/meet-change-softly/,QUOTE_STORY,true,0,0,INSUFFICIENT_VISIBLE_DATA,GSC_LINKS_CHECKED_NO_USABLE_ROWS,0,LOW,2,43,SEO_P3_LIMITED,PHASE_4_EVALUATION_ONLY,HIGH_FOR_FIRST_PARTY_INDEX_STATE
