URL,trust function,public?,indexable?,required links,last verified,contradictions,status
https://echobuddha.com/about/,"Publisher purpose, scope, and identity",YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/authors/echo-buddha-editorial/,Organizational byline identity and responsibility,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/editorial-policy/,Editorial standards and accountability,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/how-echo-buddha-creates-content/,Creation workflow and AI/automation boundaries,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/buddhist-sources-and-citations/,Buddhist source methodology,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/quote-attribution-policy/,Quote provenance rules,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/corrections/,Functional correction process,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/contact/,Publisher contact,YES,YES,mailto publisher contact; corrections,2026-08-24,NONE,PASS
https://echobuddha.com/meditation-safety/,Meditation safety boundaries,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/disclaimer/,Educational and professional-advice limits,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/privacy-policy/,Privacy and consent disclosure,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
https://echobuddha.com/terms-of-use/,Site terms,YES,YES,footer trust navigation; related trust pages,2026-08-24,NONE,PASS
