URL,Page family,Title,H1,Words,Robots,Canonical,In sitemap,Inbound link occurrences,Phase 3 action
https://echobuddha.com/,homepage,Echo Buddha - Buddhist Wisdom for a Calmer Everyday Life,Echo Buddha,1261,"index, follow",https://echobuddha.com/,Yes,768,KEEP_INDEXED
https://echobuddha.com/404.html,error utility,Page Not Found | Echo Buddha,Page Not Found,162,"noindex, follow",,No,0,KEEP_NOINDEXED
https://echobuddha.com/about/,trust/policy,About Echo Buddha | Echo Buddha,About Echo Buddha,482,"index, follow",https://echobuddha.com/about/,Yes,337,HUMAN_REVIEW
https://echobuddha.com/articles/,hub/utility,Articles and Blog | Echo Buddha,Articles and Blog,1905,"index, follow",https://echobuddha.com/articles/,Yes,893,KEEP_INDEXED
https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,article,Daily Mindfulness Practice for Beginners | Echo Buddha,Beginning a Daily Mindfulness Practice,1533,"index, follow",https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,Yes,44,IMPROVE_LATER_PHASE
https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,article,Buddhism for Beginners: A Simple Guide | Echo Buddha,Buddhism for Beginners: A Simple Guide to the Path,1824,"index, follow",https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,Yes,24,CONSOLIDATE_AFTER_PHASE_4
https://echobuddha.com/articles/buddhist-approach-to-anger/,article,A Buddhist Approach to Anger | Echo Buddha,"A Buddhist Approach to Anger: Pause, Understand, Respond",1614,"index, follow",https://echobuddha.com/articles/buddhist-approach-to-anger/,Yes,38,KEEP_INDEXED
https://echobuddha.com/articles/buddhist-gratitude-practice/,article,Buddhist Gratitude Practice Without Forced Positivity | Echo Buddha,Buddhist Gratitude Practice: Appreciating Life Without Clinging,1804,"index, follow",https://echobuddha.com/articles/buddhist-gratitude-practice/,Yes,8,KEEP_INDEXED
https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,article,Buddhist Teachings on Forgiveness and Letting Go | Echo Buddha,Buddhist Teachings on Forgiveness: Letting Go Without Excusing Harm,1756,"index, follow",https://echobuddha.com/articles/buddhist-teachings-on-forgiveness/,Yes,18,KEEP_INDEXED
https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,article,Buddhist Teachings on Impermanence | Echo Buddha,Buddhist Teachings on Impermanence and Change,1664,"index, follow",https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,Yes,19,IMPROVE_LATER_PHASE
https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,article,Buddhist Wisdom for Overthinking and a Busy Mind | Echo Buddha,Buddhist Wisdom for Overthinking: How to Calm a Busy Mind,1771,"index, follow",https://echobuddha.com/articles/buddhist-wisdom-for-overthinking/,Yes,88,HUMAN_REVIEW
