URL,Page family,Variant,Before index state,After index state,Sitemap after,Phase 3 action,Primary owner,Evidence,Rationale
https://echobuddha.com/,homepage,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/,Phase 1: Built 2026-08-11T02:17:46.273Z; 1002 words; 26 content headings; authored route; nearest n/a combined overlap 0.0%; external source links 0; role review: HUB; owner selection: The homepage introduces the publication and routes readers to clear owners without becoming a doctrine pillar.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/articles/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 1490 words; 55 content headings; authored route; nearest /mindful-living/ combined overlap 25.5%; external source links 0; role review: HUB; owner selection: The publication index owns article discovery, not any individual Buddhist teaching.",Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/articles/category/buddhist-wisdom/,article category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 685 words; 23 content headings; authored route; nearest /articles/category/practice/ combined overlap 19.7%; external source links 0; role review: CATEGORY; owner selection: The publication index owns article discovery, not any individual Buddhist teaching.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/articles/category/meditation/,article category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 354 words; 12 content headings; authored route; nearest /quotes/meditation/ combined overlap 25.1%; external source links 0; role review: CATEGORY; owner selection: The publication index owns article discovery, not any individual Buddhist teaching.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/articles/category/mindfulness/,article category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 253 words; 8 content headings; authored route; nearest /quotes/mindfulness/ combined overlap 31.0%; external source links 0; role review: CATEGORY; owner selection: The publication index owns article discovery, not any individual Buddhist teaching.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/articles/category/practice/,article category,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/articles/category/practice/,Phase 1: Built 2026-08-11T02:17:46.273Z; 317 words; 10 content headings; authored route; nearest /articles/category/mindfulness/ combined overlap 20.4%; external source links 0; role review: CATEGORY; owner selection: The category organizes practical articles without owning their underlying Buddhist doctrines.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/articles/category/reflection/,article category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 342 words; 12 content headings; authored route; nearest /articles/category/mindfulness/ combined overlap 19.7%; external source links 0; role review: CATEGORY; owner selection: The publication index owns article discovery, not any individual Buddhist teaching.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/daily-reflections/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/daily-reflections/,Phase 1: Built 2026-08-11T02:17:46.273Z; 1782 words; 36 content headings; authored route; nearest /quotes/ combined overlap 20.6%; external source links 0; role review: HUB; owner selection: The hub owns the returning reflection experience; detail pages do not own broad teaching queries.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 593 words; 17 content headings; authored route; nearest /start-here/ combined overlap 22.8%; external source links 0; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths.",Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 612 words; 3 content headings; authored route; nearest /learn/buddhist-dictionary/ combined overlap 17.3%; external source links 2; role review: HUB; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-for-beginners/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-for-beginners/,Phase 1: Built 2026-08-11T02:17:46.273Z; 404 words; 4 content headings; authored route; nearest /articles/first-week-buddhist-practice/ combined overlap 17.7%; external source links 0; role review: PRIMARY_PILLAR; owner selection: The strongest structured entry into basic Buddhist teaching and practice.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhist-dictionary/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhist-dictionary/,Phase 1: Built 2026-08-11T02:17:46.273Z; 326 words; 2 content headings; authored route; nearest /learn/buddhism-101/ combined overlap 17.3%; external source links 2; role review: HUB; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhist-resources/,learn hub,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 465 words; 9 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 13.4%; external source links 12; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/dhammapada-reflections/,learn hub,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 221 words; 3 content headings; authored route; nearest /learn/sutta-for-daily-life/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/eightfold-path/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/eightfold-path/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 342 words; 9 content headings; authored route; nearest /learn/four-noble-truths/ combined overlap 26.3%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice.",Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/four-noble-truths/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/four-noble-truths/,Phase 1: Built 2026-08-11T02:17:46.273Z; 259 words; 8 content headings; authored route; nearest /learn/eightfold-path/ combined overlap 26.3%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/questions-about-buddhism/,learn hub,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 804 words; 1 content headings; authored route; nearest /learn/buddhism-for-beginners/ combined overlap 14.1%; external source links 0; role review: HUB; owner selection: The Learn hub owns structured learning navigation across doctrine, dictionary, Dhammapada, and sutta paths.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/sutta-for-daily-life/,learn hub,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Phase 1: Built 2026-08-11T02:17:46.273Z; 283 words; 3 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/meditation/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/meditation/,Phase 1: Built 2026-08-11T02:17:46.273Z; 387 words; 10 content headings; authored route; nearest /meditation/mindfulness-in-daily-life/ combined overlap 15.1%; external source links 2; role review: HUB; owner selection: It organizes practice choices and routes readers without pretending to be every meditation method.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/mindful-living/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/mindful-living/,Phase 1: Built 2026-08-11T02:17:46.273Z; 559 words; 16 content headings; authored route; nearest /articles/ combined overlap 25.5%; external source links 0; role review: HUB; owner selection: The hub organizes daily-life applications while doctrine remains owned by Learn or dedicated articles.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/quotes/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 2325 words; 5 content headings; authored route; nearest /daily-reflections/ combined overlap 20.6%; external source links 0; role review: HUB; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/quotes/awareness/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 456 words; 7 content headings; authored route; nearest /quotes/mindfulness/ combined overlap 49.1%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/compassion/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 426 words; 7 content headings; authored route; nearest /quotes/impermanence/ combined overlap 48.5%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/impermanence/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 356 words; 7 content headings; authored route; nearest /quotes/compassion/ combined overlap 48.5%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/letting-go/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 468 words; 7 content headings; authored route; nearest /quotes/renewal/ combined overlap 48.0%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/meditation/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 385 words; 7 content headings; authored route; nearest /quotes/mindfulness/ combined overlap 27.1%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/mindfulness/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 452 words; 7 content headings; authored route; nearest /quotes/awareness/ combined overlap 49.1%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/patience/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 461 words; 7 content headings; authored route; nearest /quotes/practice/ combined overlap 47.6%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/practice/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 420 words; 7 content headings; authored route; nearest /quotes/patience/ combined overlap 47.6%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/renewal/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 400 words; 7 content headings; authored route; nearest /quotes/letting-go/ combined overlap 48.0%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/quotes/wisdom/,quote category,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/quotes/,Phase 1: Built 2026-08-11T02:17:46.273Z; 469 words; 7 content headings; authored route; nearest /quotes/impermanence/ combined overlap 46.8%; external source links 0; role review: CATEGORY; owner selection: The hub owns discovery of clearly labeled original Echo Buddha quote reflections.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/search/,hub/utility,,noindex,noindex,out of sitemap,KEEP_NOINDEXED,https://echobuddha.com/search/,226 built words; current robots and sitemap verified.,Utility/error route has no independent search-result purpose.
https://echobuddha.com/start-here/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/start-here/,Phase 1: Built 2026-08-11T02:17:46.273Z; 495 words; 18 content headings; authored route; nearest /learn/ combined overlap 22.8%; external source links 0; role review: HUB; owner selection: Start Here helps a new visitor choose a route; it does not own the broad definition of Buddhism.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/tools/,hub/utility,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/tools/,Phase 1: Built 2026-08-11T02:17:46.273Z; 450 words; 10 content headings; authored route; nearest /start-here/ combined overlap 15.8%; external source links 0; role review: UTILITY; owner selection: The tools hub owns functional practice utilities and does not own Buddhist teaching queries.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
