URL,Page family,Variant,Before index state,After index state,Sitemap after,Phase 3 action,Primary owner,Evidence,Rationale
https://echobuddha.com/learn/buddhist-dictionary/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhist-dictionary/,Phase 1: Built 2026-08-11T02:17:46.273Z; 326 words; 2 content headings; authored route; nearest /learn/buddhism-101/ combined overlap 17.3%; external source links 2; role review: HUB; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhist-dictionary/anatta/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/,Phase 1: Built 2026-08-11T02:17:46.273Z; 293 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 54.8%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/anicca/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Phase 1: Built 2026-08-11T02:17:46.273Z; 275 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/dukkha/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson is the clearest broad beginner owner; anicca definitions and change applications remain subordinate.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/compassion/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 260 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/dhamma/,learn detail,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhist-dictionary/dhamma/,Phase 1: Built 2026-08-11T02:17:46.273Z; 573 words; 14 content headings; authored route; nearest /learn/buddhist-dictionary/sangha/ combined overlap 40.2%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The dictionary page owns meaning and linguistic context; the article owns the comparison question.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/four-noble-truths/,Phase 1: Built 2026-08-11T02:17:46.273Z; 284 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 55.2%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/karma/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Phase 1: Built 2026-08-11T02:17:46.273Z; 277 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 55.4%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/karuna/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/compassion-in-buddhism-beginner-guide/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 309 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/compassion/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: It provides the broad Buddhist frame; dictionary terms, boundaries, and daily discipline have narrower jobs.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/metta/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/metta/,Phase 1: Built 2026-08-11T02:17:46.273Z; 315 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 59.7%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 244 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/sati/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhist-dictionary/,Phase 1: Built 2026-08-11T02:17:46.273Z; 272 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 54.5%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The hub organizes term definitions; it does not own every broad doctrinal topic represented by its entries.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Phase 1: Built 2026-08-11T02:17:46.273Z; 368 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 61.0%; external source links 4; role review: DICTIONARY_DEFINITION; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/buddhist-dictionary/sangha/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Phase 1: Built 2026-08-11T02:17:46.273Z; 357 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karuna/ combined overlap 56.3%; external source links 2; role review: DICTIONARY_DEFINITION; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/sati/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 257 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/mindfulness/ combined overlap 61.9%; external source links 1; role review: DICTIONARY_DEFINITION; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhist-dictionary/sutta/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Phase 1: Built 2026-08-11T02:17:46.273Z; 323 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/pali-canon/ combined overlap 61.0%; external source links 2; role review: DICTIONARY_DEFINITION; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
