URL,Page family,Variant,Before index state,After index state,Sitemap after,Phase 3 action,Primary owner,Evidence,Rationale
https://echobuddha.com/learn/buddhism-101/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 612 words; 3 content headings; authored route; nearest /learn/buddhist-dictionary/ combined overlap 17.3%; external source links 2; role review: HUB; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,Phase 1: Built 2026-08-11T02:17:46.273Z; 312 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 40.7%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 941 words; 18 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 32.4%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 938 words; 19 content headings; authored route; nearest /learn/buddhism-101/three-marks-of-existence/ combined overlap 34.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 364 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 32.3%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,learn detail,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,Phase 1: Built 2026-08-11T02:17:46.273Z; 1244 words; 20 content headings; authored route; nearest /learn/buddhism-101/right-livelihood-buddhism/ combined overlap 33.8%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson owns the ethical framework; practical articles show application without redefining it.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,learn detail,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/four-brahmaviharas/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 367 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 37.9%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The lesson owns the four-quality overview while compassion, metta, and equanimity pages own individual topics.",Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/how-to-practice-buddhism-at-home/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,Phase 1: Built 2026-08-11T02:17:46.273Z; 343 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-buddhism/ combined overlap 44.4%; external source links 1; role review: PRACTICAL_APPLICATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 384 words; 9 content headings; authored route; nearest /learn/buddhism-101/threefold-training-sila-samadhi-panna/ combined overlap 38.5%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,learn detail,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,Phase 1: Built 2026-08-11T02:17:46.273Z; 1088 words; 19 content headings; authored route; nearest /learn/buddhism-101/five-precepts-buddhism/ combined overlap 33.8%; external source links 2; role review: PRIMARY_PILLAR; owner selection: The lesson owns the path-factor meaning; the article owns modern-work application.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/four-noble-truths/,Phase 1: Built 2026-08-11T02:17:46.273Z; 368 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 45.9%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/eightfold-path/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 392 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 46.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,Phase 1: Built 2026-08-11T02:17:46.273Z; 366 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-noble-eightfold-path-explained/ combined overlap 46.5%; external source links 1; role review: SUPPORTING_EXPLANATION; owner selection: It provides the fuller community explanation; the dictionary and temple guide have narrower roles.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 945 words; 18 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 35.4%; external source links 2; role review: SUPPORTING_EXPLANATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/threefold-training-sila-samadhi-panna/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/eightfold-path/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 403 words; 9 content headings; authored route; nearest /learn/buddhist-dictionary/sutta/ combined overlap 39.6%; external source links 2; role review: SUPPORTING_EXPLANATION; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice.","Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-for-beginners/,Phase 1: Built 2026-08-11T02:17:46.273Z; 393 words; 12 content headings; authored route; nearest /learn/buddhism-101/how-to-practice-buddhism-at-home/ combined overlap 44.4%; external source links 2; role review: BEGINNER_FOUNDATION; owner selection: The strongest structured entry into basic Buddhist teaching and practice.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,learn detail,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,Phase 1: Built 2026-08-11T02:17:46.273Z; 352 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/anicca/ combined overlap 49.1%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson is the clearest broad beginner owner; anicca definitions and change applications remain subordinate.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,learn detail,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,Phase 1: Built 2026-08-11T02:17:46.273Z; 351 words; 12 content headings; authored route; nearest /learn/buddhist-dictionary/karma/ combined overlap 46.0%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson owns the broad Buddhist meaning; the article applies intention and consequence to daily choices.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,learn detail,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 351 words; 12 content headings; authored route; nearest /learn/buddhism-101/what-is-impermanence/ combined overlap 48.0%; external source links 1; role review: PRIMARY_PILLAR; owner selection: The lesson owns Buddhist mindfulness meaning; dictionary, comparison, and routine pages remain narrower.",Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
https://echobuddha.com/learn/buddhism-101/who-was-the-buddha/,learn detail,,indexable,indexable,in sitemap,IMPROVE_LATER_PHASE,https://echobuddha.com/learn/buddhism-101/,Phase 1: Built 2026-08-11T02:17:46.273Z; 442 words; 12 content headings; authored route; nearest /learn/buddhism-101/the-three-jewels-explained/ combined overlap 43.2%; external source links 1; role review: BEGINNER_FOUNDATION; owner selection: The hub organizes foundational lessons whose individual concepts may have their own owners.,"Page has a valid owned role, but its editorial differentiation belongs to Phase 4/5."
https://echobuddha.com/learn/buddhism-for-beginners/,learn hub,,indexable,indexable,in sitemap,KEEP_INDEXED,https://echobuddha.com/learn/buddhism-for-beginners/,Phase 1: Built 2026-08-11T02:17:46.273Z; 404 words; 4 content headings; authored route; nearest /articles/first-week-buddhist-practice/ combined overlap 17.7%; external source links 0; role review: PRIMARY_PILLAR; owner selection: The strongest structured entry into basic Buddhist teaching and practice.,Distinct route purpose remains valid under the Phase 2 ownership architecture; no indexability change justified.
