URL,Page family,Variant,Before index state,After index state,Sitemap after,Phase 3 action,Primary owner,Evidence,Rationale
https://echobuddha.com/learn/dhammapada-reflections/,learn hub,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 221 words; 3 content headings; authored route; nearest /learn/sutta-for-daily-life/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 334 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/ combined overlap 51.2%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/dhammapada-reflections/better-than-a-thousand-empty-words/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 290 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/ combined overlap 54.0%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/dhammapada-reflections/hatred-is-not-ended-by-hatred/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 276 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/better-than-a-thousand-empty-words/ combined overlap 54.0%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 276 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/the-mind-leads-all-things/ combined overlap 51.4%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/dhammapada-reflections/the-mind-leads-all-things/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/dhammapada-reflections/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 288 words; 12 content headings; authored route; nearest /learn/dhammapada-reflections/peace-comes-from-a-trained-mind/ combined overlap 51.4%; external source links 1; role review: SOURCE_STUDY; owner selection: The source-aware hub organizes verse study and clearly separates translation, paraphrase, and reflection.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/sutta-for-daily-life/,learn hub,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Phase 1: Built 2026-08-11T02:17:46.273Z; 283 words; 3 content headings; authored route; nearest /learn/dhammapada-reflections/ combined overlap 32.3%; external source links 2; role review: HUB; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/articles/three-ways-to-practice-patience/,Phase 1: Built 2026-08-11T02:17:46.273Z; 259 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/right-speech-in-daily-life/ combined overlap 52.3%; external source links 1; role review: SOURCE_STUDY; owner selection: It is the broad practical owner; source study and recurring reflections remain narrow.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/four-noble-truths/,Phase 1: Built 2026-08-11T02:17:46.273Z; 379 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/ combined overlap 54.7%; external source links 2; role review: SOURCE_STUDY; owner selection: The dedicated Learn page provides the clearest broad doctrinal route and parent for source and application pages.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/sutta-for-daily-life/kalama-sutta-and-wise-thinking/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/sutta-for-daily-life/,Phase 1: Built 2026-08-11T02:17:46.273Z; 289 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 51.8%; external source links 1; role review: SOURCE_STUDY; owner selection: The hub owns navigation into specific canonical-text studies; doctrine pillars own general explanations.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/eightfold-path/,"Phase 1: Built 2026-08-11T02:17:46.273Z; 375 words; 9 content headings; authored route; nearest /learn/sutta-for-daily-life/dhammacakkappavattana-sutta-four-noble-truths/ combined overlap 54.7%; external source links 2; role review: SOURCE_STUDY; owner selection: The dedicated Learn page owns the whole-path framework and can route readers to factors, sources, and practice.","Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
https://echobuddha.com/learn/sutta-for-daily-life/metta-sutta-explained-for-daily-life/,learn detail,,indexable,indexable,in sitemap,HUMAN_REVIEW,https://echobuddha.com/learn/buddhist-dictionary/metta/,Phase 1: Built 2026-08-11T02:17:46.273Z; 296 words; 12 content headings; authored route; nearest /learn/sutta-for-daily-life/buddhas-teaching-on-patience/ combined overlap 50.4%; external source links 1; role review: SOURCE_STUDY; owner selection: The term page should own metta meaning while meditation pages own practices and scripts.,"Indexability remains unchanged because publisher, expert, source, or wellbeing judgement is required."
